    61/50000: episode: 1, duration: 4.258s, episode steps: 61, steps per second: 14, episode reward: 61.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.508 [0.000, 1.000], mean observation: -0.032 [-1.543, 1.146], loss: 0.426877, mean_absolute_error: 0.502965, mean_q: 0.178553\
 25004/50000: episode: 193, duration: 0.495s, episode steps: 200, steps per second: 404, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.465 [0.000, 1.000], mean observation: -0.303 [-2.788, 0.942], loss: 2.437861, mean_absolute_error: 34.821720, mean_q: 70.103920\
 25204/50000: episode: 194, duration: 0.490s, episode steps: 200, steps per second: 408, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.475 [0.000, 1.000], mean observation: -0.293 [-2.191, 0.881], loss: 1.445043, mean_absolute_error: 35.021923, mean_q: 70.485802\
 25404/50000: episode: 195, duration: 0.477s, episode steps: 200, steps per second: 419, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.490 [0.000, 1.000], mean observation: -0.099 [-1.269, 0.947], loss: 2.210068, mean_absolute_error: 34.742565, mean_q: 70.002151\
 25604/50000: episode: 196, duration: 0.482s, episode steps: 200, steps per second: 415, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.485 [0.000, 1.000], mean observation: -0.141 [-2.005, 1.162], loss: 1.340885, mean_absolute_error: 35.116787, mean_q: 70.886017\
 25804/50000: episode: 197, duration: 0.492s, episode steps: 200, steps per second: 407, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.480 [0.000, 1.000], mean observation: -0.132 [-1.703, 1.111], loss: 2.166324, mean_absolute_error: 34.995331, mean_q: 70.450462\
 26004/50000: episode: 198, duration: 0.485s, episode steps: 200, steps per second: 413, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.505 [0.000, 1.000], mean observation: -0.032 [-1.134, 0.823], loss: 1.685291, mean_absolute_error: 34.872391, mean_q: 70.213654\
 26204/50000: episode: 199, duration: 0.490s, episode steps: 200, steps per second: 408, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.490 [0.000, 1.000], mean observation: -0.040 [-1.216, 0.862], loss: 2.134411, mean_absolute_error: 35.500153, mean_q: 71.494102\
 26404/50000: episode: 200, duration: 0.482s, episode steps: 200, steps per second: 415, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.485 [0.000, 1.000], mean observation: -0.125 [-1.152, 0.818], loss: 2.087048, mean_absolute_error: 35.290142, mean_q: 71.064522\
 26604/50000: episode: 201, duration: 0.485s, episode steps: 200, steps per second: 413, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: 0.045 [-0.918, 0.819], loss: 2.689498, mean_absolute_error: 35.554630, mean_q: 71.573669\
 26804/50000: episode: 202, duration: 0.487s, episode steps: 200, steps per second: 411, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: -0.013 [-1.041, 0.909], loss: 2.421376, mean_absolute_error: 35.861771, mean_q: 72.204590\
 27004/50000: episode: 203, duration: 0.495s, episode steps: 200, steps per second: 404, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.495 [0.000, 1.000], mean observation: -0.030 [-1.089, 1.020], loss: 1.908803, mean_absolute_error: 35.783363, mean_q: 72.166283\
 27204/50000: episode: 204, duration: 0.487s, episode steps: 200, steps per second: 411, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.510 [0.000, 1.000], mean observation: 0.098 [-0.836, 0.876], loss: 3.099888, mean_absolute_error: 36.038593, mean_q: 72.600594\
 27404/50000: episode: 205, duration: 0.492s, episode steps: 200, steps per second: 406, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.475 [0.000, 1.000], mean observation: -0.149 [-1.881, 1.127], loss: 2.896679, mean_absolute_error: 36.112579, mean_q: 72.523651\
 27604/50000: episode: 206, duration: 0.496s, episode steps: 200, steps per second: 403, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.510 [0.000, 1.000], mean observation: 0.109 [-0.937, 1.092], loss: 3.669462, mean_absolute_error: 35.964561, mean_q: 72.368690\
 27804/50000: episode: 207, duration: 0.487s, episode steps: 200, steps per second: 411, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.510 [0.000, 1.000], mean observation: 0.099 [-0.955, 0.750], loss: 2.783628, mean_absolute_error: 36.163074, mean_q: 72.746346\
 28004/50000: episode: 208, duration: 0.495s, episode steps: 200, steps per second: 404, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.495 [0.000, 1.000], mean observation: -0.055 [-0.899, 0.806], loss: 2.597838, mean_absolute_error: 36.121754, mean_q: 72.828522\
 28204/50000: episode: 209, duration: 0.485s, episode steps: 200, steps per second: 413, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.505 [0.000, 1.000], mean observation: -0.002 [-1.167, 0.982], loss: 2.548982, mean_absolute_error: 36.615791, mean_q: 73.699471\
 28404/50000: episode: 210, duration: 0.487s, episode steps: 200, steps per second: 411, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: -0.064 [-1.191, 1.169], loss: 3.413074, mean_absolute_error: 36.187901, mean_q: 72.904510\
 28604/50000: episode: 211, duration: 0.484s, episode steps: 200, steps per second: 413, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.505 [0.000, 1.000], mean observation: 0.012 [-0.829, 0.842], loss: 2.243133, mean_absolute_error: 36.590702, mean_q: 73.794235\
 28804/50000: episode: 212, duration: 0.480s, episode steps: 200, steps per second: 417, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.510 [0.000, 1.000], mean observation: 0.132 [-0.881, 1.069], loss: 1.919745, mean_absolute_error: 36.583176, mean_q: 73.708000\
 29004/50000: episode: 213, duration: 0.491s, episode steps: 200, steps per second: 408, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: -0.003 [-0.927, 1.113], loss: 1.379012, mean_absolute_error: 36.933666, mean_q: 74.413567\
 29204/50000: episode: 214, duration: 0.472s, episode steps: 200, steps per second: 423, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.485 [0.000, 1.000], mean observation: -0.038 [-1.313, 1.330], loss: 2.808312, mean_absolute_error: 37.423443, mean_q: 75.427704\
 29404/50000: episode: 215, duration: 0.475s, episode steps: 200, steps per second: 421, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.490 [0.000, 1.000], mean observation: -0.062 [-1.213, 0.979], loss: 2.583189, mean_absolute_error: 36.947983, mean_q: 74.435677\
 29604/50000: episode: 216, duration: 0.485s, episode steps: 200, steps per second: 412, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.520 [0.000, 1.000], mean observation: 0.257 [-0.884, 1.896], loss: 3.423425, mean_absolute_error: 37.006115, mean_q: 74.503723\
 29804/50000: episode: 217, duration: 0.486s, episode steps: 200, steps per second: 412, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: -0.001 [-0.922, 0.852], loss: 2.649564, mean_absolute_error: 36.779961, mean_q: 74.002800\
 29997/50000: episode: 218, duration: 0.464s, episode steps: 193, steps per second: 416, episode reward: 193.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.472 [0.000, 1.000], mean observation: -0.335 [-2.409, 1.155], loss: 4.022676, mean_absolute_error: 36.824223, mean_q: 74.116577\
 30197/50000: episode: 219, duration: 0.487s, episode steps: 200, steps per second: 411, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.490 [0.000, 1.000], mean observation: -0.075 [-1.103, 0.786], loss: 3.133586, mean_absolute_error: 37.205997, mean_q: 74.905708\
 30397/50000: episode: 220, duration: 0.478s, episode steps: 200, steps per second: 418, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: -0.008 [-1.053, 1.144], loss: 6.155117, mean_absolute_error: 37.286625, mean_q: 74.821457\
 30597/50000: episode: 221, duration: 0.474s, episode steps: 200, steps per second: 422, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.480 [0.000, 1.000], mean observation: -0.204 [-1.900, 1.017], loss: 3.629660, mean_absolute_error: 37.207821, mean_q: 74.769104\
 30797/50000: episode: 222, duration: 0.476s, episode steps: 200, steps per second: 420, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.490 [0.000, 1.000], mean observation: -0.025 [-1.093, 0.856], loss: 2.842711, mean_absolute_error: 37.105587, mean_q: 74.640549\
 30997/50000: episode: 223, duration: 0.479s, episode steps: 200, steps per second: 417, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.485 [0.000, 1.000], mean observation: -0.040 [-1.346, 0.882], loss: 3.395523, mean_absolute_error: 37.133827, mean_q: 74.622864\
 31197/50000: episode: 224, duration: 0.485s, episode steps: 200, steps per second: 412, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.470 [0.000, 1.000], mean observation: -0.173 [-2.243, 1.532], loss: 5.397585, mean_absolute_error: 37.164722, mean_q: 74.560783\
 31371/50000: episode: 225, duration: 0.409s, episode steps: 174, steps per second: 426, episode reward: 174.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.466 [0.000, 1.000], mean observation: -0.359 [-2.410, 1.094], loss: 3.311611, mean_absolute_error: 36.951385, mean_q: 74.182854\
 31571/50000: episode: 226, duration: 0.477s, episode steps: 200, steps per second: 419, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.490 [0.000, 1.000], mean observation: 0.006 [-1.106, 1.057], loss: 1.547785, mean_absolute_error: 36.847660, mean_q: 74.175598\
 31771/50000: episode: 227, duration: 0.474s, episode steps: 200, steps per second: 422, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.490 [0.000, 1.000], mean observation: -0.111 [-1.287, 0.954], loss: 4.451495, mean_absolute_error: 37.155933, mean_q: 74.656296\
 31971/50000: episode: 228, duration: 0.491s, episode steps: 200, steps per second: 407, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: -0.082 [-1.286, 0.992], loss: 2.193647, mean_absolute_error: 37.459206, mean_q: 75.412659\
 32171/50000: episode: 229, duration: 0.476s, episode steps: 200, steps per second: 420, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.520 [0.000, 1.000], mean observation: 0.171 [-0.942, 1.499], loss: 5.658628, mean_absolute_error: 37.644577, mean_q: 75.590149\
 32334/50000: episode: 230, duration: 0.391s, episode steps: 163, steps per second: 417, episode reward: 163.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.491 [0.000, 1.000], mean observation: -0.106 [-1.095, 0.736], loss: 6.014668, mean_absolute_error: 36.884075, mean_q: 74.009865\
 32534/50000: episode: 231, duration: 0.480s, episode steps: 200, steps per second: 416, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.475 [0.000, 1.000], mean observation: -0.127 [-2.109, 1.281], loss: 3.929826, mean_absolute_error: 37.411057, mean_q: 75.156746\
 32734/50000: episode: 232, duration: 0.479s, episode steps: 200, steps per second: 418, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.525 [0.000, 1.000], mean observation: 0.327 [-1.021, 2.312], loss: 2.915497, mean_absolute_error: 37.286533, mean_q: 75.067215\
 32848/50000: episode: 233, duration: 0.272s, episode steps: 114, steps per second: 419, episode reward: 114.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.491 [0.000, 1.000], mean observation: -0.123 [-1.255, 1.016], loss: 2.684136, mean_absolute_error: 36.823204, mean_q: 73.999611\
 33048/50000: episode: 234, duration: 0.479s, episode steps: 200, steps per second: 417, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: -0.009 [-1.191, 0.949], loss: 4.931696, mean_absolute_error: 37.299759, mean_q: 74.960915\
 33248/50000: episode: 235, duration: 0.487s, episode steps: 200, steps per second: 411, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.475 [0.000, 1.000], mean observation: -0.151 [-2.036, 1.186], loss: 2.827972, mean_absolute_error: 37.335205, mean_q: 75.035332\
 33448/50000: episode: 236, duration: 0.479s, episode steps: 200, steps per second: 418, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.520 [0.000, 1.000], mean observation: 0.216 [-0.856, 1.627], loss: 5.511039, mean_absolute_error: 37.197166, mean_q: 74.661247\
 33648/50000: episode: 237, duration: 0.478s, episode steps: 200, steps per second: 419, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.505 [0.000, 1.000], mean observation: 0.091 [-0.837, 0.772], loss: 3.851225, mean_absolute_error: 37.043114, mean_q: 74.534241\
 33848/50000: episode: 238, duration: 0.480s, episode steps: 200, steps per second: 417, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.495 [0.000, 1.000], mean observation: -0.073 [-1.179, 1.001], loss: 5.701817, mean_absolute_error: 37.125500, mean_q: 74.602776\
 34048/50000: episode: 239, duration: 0.501s, episode steps: 200, steps per second: 400, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.515 [0.000, 1.000], mean observation: 0.155 [-0.891, 1.273], loss: 2.282781, mean_absolute_error: 36.889507, mean_q: 74.221367\
 34248/50000: episode: 240, duration: 0.487s, episode steps: 200, steps per second: 411, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: 0.038 [-0.784, 0.880], loss: 3.663891, mean_absolute_error: 37.023266, mean_q: 74.507492\
 34448/50000: episode: 241, duration: 0.475s, episode steps: 200, steps per second: 421, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: 0.012 [-1.031, 0.768], loss: 2.605500, mean_absolute_error: 37.082001, mean_q: 74.688255\
 34648/50000: episode: 242, duration: 0.474s, episode steps: 200, steps per second: 422, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.505 [0.000, 1.000], mean observation: -0.035 [-1.229, 1.119], loss: 6.805475, mean_absolute_error: 37.098331, mean_q: 74.483620\
 34848/50000: episode: 243, duration: 0.496s, episode steps: 200, steps per second: 404, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.495 [0.000, 1.000], mean observation: 0.015 [-1.210, 0.978], loss: 4.278249, mean_absolute_error: 37.013031, mean_q: 74.425331\
 35048/50000: episode: 244, duration: 0.486s, episode steps: 200, steps per second: 411, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.495 [0.000, 1.000], mean observation: -0.088 [-1.147, 0.942], loss: 2.473952, mean_absolute_error: 37.177208, mean_q: 74.793503\
 35248/50000: episode: 245, duration: 0.489s, episode steps: 200, steps per second: 409, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.495 [0.000, 1.000], mean observation: -0.001 [-1.098, 1.010], loss: 5.697810, mean_absolute_error: 37.422535, mean_q: 75.176697\
 35448/50000: episode: 246, duration: 0.490s, episode steps: 200, steps per second: 409, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.495 [0.000, 1.000], mean observation: -0.037 [-1.317, 0.941], loss: 4.521121, mean_absolute_error: 37.363205, mean_q: 75.194061\
 35611/50000: episode: 247, duration: 0.399s, episode steps: 163, steps per second: 409, episode reward: 163.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.460 [0.000, 1.000], mean observation: -0.378 [-2.347, 1.300], loss: 7.466309, mean_absolute_error: 37.132210, mean_q: 74.554039\
 35811/50000: episode: 248, duration: 0.484s, episode steps: 200, steps per second: 414, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.510 [0.000, 1.000], mean observation: 0.114 [-0.972, 0.884], loss: 5.749651, mean_absolute_error: 37.399136, mean_q: 75.113350\
 35973/50000: episode: 249, duration: 0.391s, episode steps: 162, steps per second: 414, episode reward: 162.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.463 [0.000, 1.000], mean observation: -0.389 [-2.384, 1.049], loss: 4.509297, mean_absolute_error: 36.896599, mean_q: 74.212822\
 36173/50000: episode: 250, duration: 0.481s, episode steps: 200, steps per second: 416, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.490 [0.000, 1.000], mean observation: -0.009 [-1.111, 1.009], loss: 4.649725, mean_absolute_error: 37.629749, mean_q: 75.573975\
 36373/50000: episode: 251, duration: 0.480s, episode steps: 200, steps per second: 416, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.515 [0.000, 1.000], mean observation: 0.203 [-0.892, 1.438], loss: 4.853814, mean_absolute_error: 37.017403, mean_q: 74.328049\
 36567/50000: episode: 252, duration: 0.466s, episode steps: 194, steps per second: 416, episode reward: 194.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.469 [0.000, 1.000], mean observation: -0.315 [-2.233, 1.455], loss: 4.020665, mean_absolute_error: 36.867680, mean_q: 74.174011\
 36767/50000: episode: 253, duration: 0.486s, episode steps: 200, steps per second: 412, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.510 [0.000, 1.000], mean observation: 0.140 [-1.070, 1.162], loss: 5.321558, mean_absolute_error: 37.271812, mean_q: 74.968163\
 36967/50000: episode: 254, duration: 0.480s, episode steps: 200, steps per second: 417, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.510 [0.000, 1.000], mean observation: 0.128 [-0.552, 1.111], loss: 3.885541, mean_absolute_error: 37.253792, mean_q: 75.009926\
 37167/50000: episode: 255, duration: 0.487s, episode steps: 200, steps per second: 411, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.490 [0.000, 1.000], mean observation: -0.055 [-1.035, 0.798], loss: 3.344727, mean_absolute_error: 37.101166, mean_q: 74.647720\
 37318/50000: episode: 256, duration: 0.360s, episode steps: 151, steps per second: 420, episode reward: 151.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.450 [0.000, 1.000], mean observation: -0.401 [-2.723, 1.029], loss: 5.591722, mean_absolute_error: 37.070190, mean_q: 74.564728\
 37518/50000: episode: 257, duration: 0.478s, episode steps: 200, steps per second: 418, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.480 [0.000, 1.000], mean observation: -0.090 [-1.437, 1.005], loss: 6.686029, mean_absolute_error: 36.632523, mean_q: 73.593376\
 37682/50000: episode: 258, duration: 0.396s, episode steps: 164, steps per second: 414, episode reward: 164.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.457 [0.000, 1.000], mean observation: -0.380 [-2.533, 1.142], loss: 6.364684, mean_absolute_error: 36.673248, mean_q: 73.772049\
 37882/50000: episode: 259, duration: 0.494s, episode steps: 200, steps per second: 405, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: -0.023 [-0.869, 0.891], loss: 3.853829, mean_absolute_error: 36.436630, mean_q: 73.332283\
 38082/50000: episode: 260, duration: 0.502s, episode steps: 200, steps per second: 399, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: 0.006 [-0.984, 0.964], loss: 2.922509, mean_absolute_error: 36.860748, mean_q: 74.239990\
 38282/50000: episode: 261, duration: 0.477s, episode steps: 200, steps per second: 420, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.515 [0.000, 1.000], mean observation: 0.148 [-0.758, 1.292], loss: 3.098635, mean_absolute_error: 37.057262, mean_q: 74.525482\
 38482/50000: episode: 262, duration: 0.497s, episode steps: 200, steps per second: 402, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.505 [0.000, 1.000], mean observation: 0.050 [-1.047, 0.870], loss: 4.060745, mean_absolute_error: 36.979397, mean_q: 74.253441\
 38618/50000: episode: 263, duration: 0.340s, episode steps: 136, steps per second: 400, episode reward: 136.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.485 [0.000, 1.000], mean observation: -0.121 [-0.957, 0.948], loss: 4.140051, mean_absolute_error: 37.161076, mean_q: 74.639511\
 38818/50000: episode: 264, duration: 0.521s, episode steps: 200, steps per second: 384, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.485 [0.000, 1.000], mean observation: -0.098 [-1.154, 1.055], loss: 3.173117, mean_absolute_error: 37.085125, mean_q: 74.556549\
 39018/50000: episode: 265, duration: 0.503s, episode steps: 200, steps per second: 397, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.510 [0.000, 1.000], mean observation: 0.156 [-0.617, 1.084], loss: 1.579979, mean_absolute_error: 36.910782, mean_q: 74.320801\
 39218/50000: episode: 266, duration: 0.486s, episode steps: 200, steps per second: 412, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.510 [0.000, 1.000], mean observation: 0.110 [-0.775, 0.931], loss: 4.024954, mean_absolute_error: 36.636494, mean_q: 73.575783\
 39332/50000: episode: 267, duration: 0.300s, episode steps: 114, steps per second: 380, episode reward: 114.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.491 [0.000, 1.000], mean observation: -0.115 [-1.168, 1.328], loss: 5.435532, mean_absolute_error: 37.034927, mean_q: 74.259720\
 39532/50000: episode: 268, duration: 0.536s, episode steps: 200, steps per second: 373, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.470 [0.000, 1.000], mean observation: -0.302 [-2.306, 1.055], loss: 1.605800, mean_absolute_error: 37.209530, mean_q: 74.904243\
 39732/50000: episode: 269, duration: 0.488s, episode steps: 200, steps per second: 410, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: -0.017 [-1.051, 1.026], loss: 3.132378, mean_absolute_error: 37.115490, mean_q: 74.538437\
 39932/50000: episode: 270, duration: 0.541s, episode steps: 200, steps per second: 370, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.520 [0.000, 1.000], mean observation: 0.222 [-0.908, 1.502], loss: 4.916106, mean_absolute_error: 37.061878, mean_q: 74.417160\
 40132/50000: episode: 271, duration: 0.525s, episode steps: 200, steps per second: 381, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.495 [0.000, 1.000], mean observation: -0.079 [-1.177, 0.994], loss: 3.900031, mean_absolute_error: 37.105469, mean_q: 74.534042\
 40332/50000: episode: 272, duration: 0.495s, episode steps: 200, steps per second: 404, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: -0.042 [-0.935, 1.063], loss: 2.739112, mean_absolute_error: 36.974327, mean_q: 74.408386\
 40532/50000: episode: 273, duration: 0.477s, episode steps: 200, steps per second: 419, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: -0.048 [-1.141, 1.076], loss: 5.287271, mean_absolute_error: 37.074394, mean_q: 74.541878\
 40717/50000: episode: 274, duration: 0.463s, episode steps: 185, steps per second: 399, episode reward: 185.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.465 [0.000, 1.000], mean observation: -0.342 [-2.442, 1.024], loss: 6.196031, mean_absolute_error: 37.293106, mean_q: 74.842339\
 40917/50000: episode: 275, duration: 0.498s, episode steps: 200, steps per second: 402, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: 0.008 [-1.074, 0.816], loss: 3.477429, mean_absolute_error: 36.852245, mean_q: 74.137161\
 41117/50000: episode: 276, duration: 0.486s, episode steps: 200, steps per second: 411, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.505 [0.000, 1.000], mean observation: -0.017 [-1.098, 1.054], loss: 5.313747, mean_absolute_error: 36.998425, mean_q: 74.280090\
 41317/50000: episode: 277, duration: 0.509s, episode steps: 200, steps per second: 393, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: -0.031 [-1.149, 1.002], loss: 5.402952, mean_absolute_error: 37.316219, mean_q: 75.007042\
 41517/50000: episode: 278, duration: 0.566s, episode steps: 200, steps per second: 353, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.490 [0.000, 1.000], mean observation: -0.075 [-1.470, 1.291], loss: 7.203301, mean_absolute_error: 37.217300, mean_q: 74.783577\
 41717/50000: episode: 279, duration: 0.525s, episode steps: 200, steps per second: 381, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: 0.015 [-1.059, 1.336], loss: 3.806052, mean_absolute_error: 37.357456, mean_q: 75.206833\
 41917/50000: episode: 280, duration: 0.524s, episode steps: 200, steps per second: 382, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: 0.037 [-0.863, 0.801], loss: 3.255600, mean_absolute_error: 37.255505, mean_q: 75.013954\
 42117/50000: episode: 281, duration: 0.567s, episode steps: 200, steps per second: 353, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: -0.023 [-1.054, 1.092], loss: 2.950116, mean_absolute_error: 37.518623, mean_q: 75.505325\
 42317/50000: episode: 282, duration: 0.848s, episode steps: 200, steps per second: 236, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.505 [0.000, 1.000], mean observation: -0.003 [-1.052, 0.856], loss: 3.078355, mean_absolute_error: 37.804173, mean_q: 75.951302\
 42517/50000: episode: 283, duration: 0.783s, episode steps: 200, steps per second: 256, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.505 [0.000, 1.000], mean observation: 0.018 [-1.048, 0.839], loss: 6.881781, mean_absolute_error: 37.695778, mean_q: 75.708778\
 42717/50000: episode: 284, duration: 0.487s, episode steps: 200, steps per second: 411, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: 0.002 [-1.066, 1.045], loss: 4.038832, mean_absolute_error: 37.550556, mean_q: 75.561569\
 42917/50000: episode: 285, duration: 0.490s, episode steps: 200, steps per second: 408, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: 0.020 [-1.135, 1.058], loss: 5.938874, mean_absolute_error: 37.685795, mean_q: 75.720947\
 43117/50000: episode: 286, duration: 0.561s, episode steps: 200, steps per second: 357, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.495 [0.000, 1.000], mean observation: 0.015 [-1.077, 1.028], loss: 5.511091, mean_absolute_error: 37.820385, mean_q: 75.953049\
 43317/50000: episode: 287, duration: 0.519s, episode steps: 200, steps per second: 386, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.495 [0.000, 1.000], mean observation: 0.001 [-1.055, 1.125], loss: 7.026394, mean_absolute_error: 38.121017, mean_q: 76.526413\
 43517/50000: episode: 288, duration: 0.608s, episode steps: 200, steps per second: 329, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.495 [0.000, 1.000], mean observation: -0.013 [-1.025, 1.053], loss: 4.548724, mean_absolute_error: 37.779507, mean_q: 76.017860\
